"PHYSICALID","the_geom","ST_WIDTH","SHAPE_Leng","start_lon","start_lat","end_lon","end_lat","start_ID","end_ID"
131897,"LINESTRING (-74.01753024981669 40.704898336774356, -74.01755527263172 40.704915490420184, -74.01757991822815 40.70493295772898, -74.01760417823971 40.704950734514036, -74.0176280471616 40.70496881558313, -74.01765151750801 40.70498719641439, -74.01767458311383 40.705005872150736, -74.01769723759323 40.705024836092335, -74.01771947456118 40.70504408438721, -74.01774128807246 40.70506361167571, -74.01776267262196 40.70508341192792, -74.01778362072335 40.705103479449335, -74.01780412841292 40.70512381005259, -74.01782418864417 40.705144396535374, -74.01784379679287 40.70516523454293, -74.01786294691347 40.705186317877875, -74.01788163416097 40.70520764017518, -74.01789985258995 40.7052291959076, -74.01791759779573 40.70525097887754, -74.01793486471341 40.705272983725116, -74.01795164849786 40.70529520375022, -74.0179679447444 40.70531763309032, -74.01798374926842 40.70534026554775, -74.01822969359141 40.705306400451725, -74.01854088928822 40.70548675803067, -74.01854861267542 40.705496426619646, -74.01855681766332 40.70550586293784, -74.01856549302087 40.705515052077075, -74.01857462575633 40.70552398097219, -74.01858420177734 40.70553263689333, -74.01859420721145 40.705541006272924, -74.01860462774631 40.70554907705121, -74.01861544818922 40.7055568380062, -74.01862665136589 40.70556427674358, -74.01863822164349 40.705571382711554, -74.01865014228848 40.70557814552605, -74.0186623948064 40.70558455530581, -74.01867496180338 40.70559060216952, -74.0186878243449 40.70559627724117, -74.01870096459729 40.70560157248227, -74.01871436142491 40.705606480189935, -74.01872799611361 40.70561099266082, -74.01874184862884 40.705615103699664, -74.01875589805545 40.70561880727877, -74.01877012413867 40.70562209703536, -74.01878450574382 40.70562496911969, -74.01879902151586 40.705627418844436, -74.01881365032023 40.70562944269493, -74.0188283699217 40.70563103765927, -74.01900322315704 40.70569415174073, -74.01913363246103 40.705775313110394, -74.01930552804934 40.706079882381204)",0,703.246713068,-74.0175302498167,40.7048983367744,-74.0193055280493,40.7060798823812,"-74.01753 40.7049","-74.01931 40.70608"
115632,"LINESTRING (-73.97616798156156 40.733895099214486, -73.9758211396399 40.734049232029186, -73.97555144991043 40.73417126671531)",0,198.290645462,-73.9761679815616,40.7338950992145,-73.9755514499104,40.7341712667153,"-73.97617 40.7339","-73.97555 40.73417"
19841,"LINESTRING (-73.94732595299794 40.83088799495883, -73.94925583058433 40.83169551450304)",30,609.740587812,-73.9473259529979,40.8308879949588,-73.9492558305843,40.831695514503,"-73.94733 40.83089","-73.94926 40.8317"
73149,"LINESTRING (-73.93462677684504 40.854501455181676, -73.93427195032871 40.85558264507387)",32,405.964350642,-73.934626776845,40.8545014551817,-73.9342719503287,40.8555826450739,"-73.93463 40.8545","-73.93427 40.85558"
25064,"LINESTRING (-73.92376718770662 40.86440362521263, -73.92188278764776 40.865100118213405)",60,579.707509864,-73.9237671877066,40.8644036252126,-73.9218827876478,40.8651001182134,"-73.92377 40.8644","-73.92188 40.8651"
2214,"LINESTRING (-73.97720589231535 40.742854219677376, -73.97675800277543 40.743472553230205)",70,257.204079015,-73.9772058923154,40.7428542196774,-73.9767580027754,40.7434725532302,"-73.97721 40.74285","-73.97676 40.74347"
72747,"LINESTRING (-73.94431628803228 40.83463503365478, -73.94442545661023 40.834680768073426, -73.94452431446497 40.83472129313123)",40,65.5860698405,-73.9443162880323,40.8346350336548,-73.944524314465,40.8347212931312,"-73.94432 40.83464","-73.94452 40.83472"
134293,"LINESTRING (-73.93386318573465 40.81772735527392, -73.93386688333139 40.81779694200706)",0,25.373602195,-73.9338631857347,40.8177273552739,-73.9338668833314,40.8177969420071,"-73.93386 40.81773","-73.93387 40.8178"
30810,"LINESTRING (-74.01429568326463 40.71699191313668, -74.01441931355278 40.717048314570285, -74.01454296358061 40.71710441666526)",36,79.8684471729,-74.0142956832646,40.7169919131367,-74.0145429635806,40.7171044166653,"-74.0143 40.71699","-74.01454 40.7171"
804,"LINESTRING (-73.99918595445679 40.734138581908105, -73.99965310409642 40.734069719488176)",24,131.873911744,-73.9991859544568,40.7341385819081,-73.9996531040964,40.7340697194882,"-73.99919 40.73414","-73.99965 40.73407"
99434,"LINESTRING (-73.98774299108645 40.777846387531575, -73.98791205619547 40.77791472627536, -73.9886129394126 40.77816540361912)",34,267.557968469,-73.9877429910864,40.7778463875316,-73.9886129394126,40.7781654036191,"-73.98774 40.77785","-73.98861 40.77817"
115750,"LINESTRING (-73.97450081234906 40.73267282959003, -73.97470297262464 40.733508324692906)",24,309.510308434,-73.9745008123491,40.73267282959,-73.9747029726246,40.7335083246929,"-73.9745 40.73267","-73.9747 40.73351"
160703,"LINESTRING (-73.97900588793695 40.71577375089484, -73.97887704760016 40.71573356878378, -73.97853102011784 40.71562564994945, -73.9784693505393 40.71560950693178, -73.9784173167427 40.71559629874893)",50,175.555154381,-73.9790058879369,40.7157737508948,-73.9784173167427,40.7155962987489,"-73.97901 40.71577","-73.97842 40.7156"
76326,"LINESTRING (-73.9260039972531 40.79962696910736, -73.92518065427038 40.79928249960975)",32,260.221163264,-73.9260039972531,40.7996269691074,-73.9251806542704,40.7992824996098,"-73.926 40.79963","-73.92518 40.79928"
4223,"LINESTRING (-73.9881770997451 40.748288822226975, -73.98803809971338 40.74902299954799)",42,270.242899388,-73.9881770997451,40.748288822227,-73.9880380997134,40.749022999548,"-73.98818 40.74829","-73.98804 40.74902"
73135,"LINESTRING (-73.97218386291856 40.76882558664252, -73.97286661427945 40.76901539719594)",28,201.365316906,-73.9721838629186,40.7688255866425,-73.9728666142795,40.7690153971959,"-73.97218 40.76883","-73.97287 40.76902"
72746,"LINESTRING (-73.93967601926546 40.83268537134232, -73.94065282781206 40.83309807087374)",30,309.315916099,-73.9396760192655,40.8326853713423,-73.9406528278121,40.8330980708737,"-73.93968 40.83269","-73.94065 40.8331"
1136,"LINESTRING (-73.98839044575165 40.759164185675154, -73.98792640693847 40.75979027665521)",70,261.836374696,-73.9883904457516,40.7591641856752,-73.9879264069385,40.7597902766552,"-73.98839 40.75916","-73.98793 40.75979"
73146,"LINESTRING (-73.93298300836739 40.85811311885326, -73.93228380100051 40.85944779624045, -73.9322774988814 40.85945513072847, -73.93227075173007 40.859462232265145, -73.93226357302116 40.859469085948746, -73.93225597887694 40.859475677046596, -73.93224798674377 40.85948199065931, -73.93223961318476 40.85948801255707, -73.93223087762993 40.85949373001941, -73.9322217981856 40.85949913015763, -73.9322123951629 40.85950420175951, -73.93220269019821 40.85950893227345, -73.93219270315886 40.85951331299985, -73.93218245744426 40.859517333565925, -73.93217197424595 40.85952098493785, -73.93216127674037 40.859524259088055, -73.93215038942682 40.8595271489949, -73.93213933547948 40.859529648808675, -73.93212813939735 40.85953175184279, -73.93211682545552 40.85953345459352, -73.93210541991579 40.85953475272067, -73.93209394594913 40.85953564355748, -73.9320824291534 40.859536124773676, -73.93207089622774 40.859536195882406, -73.9320593710029 40.85953585639513, -73.93204787995569 40.85953510750005, -73.93203644735611 40.85953395071925, -73.93202509901849 40.859532387743165, -73.93201385943038 40.85953042310938, -73.93200275330081 40.85952806051799, -73.93199180533743 40.859525305009285, -73.93198103980504 40.85952216313102, -73.931313757083 40.85932734907337)",32,816.799272601,-73.9329830083674,40.8581131188533,-73.931313757083,40.8593273490734,"-73.93298 40.85811","-73.93131 40.85933"
133545,"LINESTRING (-74.00000765589327 40.70859961898122, -73.99992936423627 40.708536817087314)",0,31.5384323317,-74.0000076558933,40.7085996189812,-73.9999293642363,40.7085368170873,"-74.00001 40.7086","-73.99993 40.70854"
82678,"LINESTRING (-73.93963770938717 40.850188039478965, -73.93923603340451 40.85117848682316)",30,377.580552258,-73.9396377093872,40.850188039479,-73.9392360334045,40.8511784868232,"-73.93964 40.85019","-73.93924 40.85118"
3760,"LINESTRING (-73.97122292287071 40.78270625558759, -73.97076013116738 40.783340137051034)",62,264.123583069,-73.9712229228707,40.7827062555876,-73.9707601311674,40.783340137051,"-73.97122 40.78271","-73.97076 40.78334"
101099,"LINESTRING (-73.99799439038729 40.71367874085311, -73.99796842546536 40.71369055272257, -73.9979427143754 40.71370268138413, -73.99791726372224 40.71371512399013, -73.99789208077122 40.71372787786046, -73.99786717124658 40.71374093863966, -73.99784254175322 40.71375430415022, -73.9978181984557 40.71376796986917, -73.99779414883967 40.71378193244633, -73.99777039774872 40.713796188866475, -73.99774695266852 40.713810735109284, -73.99772381844274 40.71382556732193, -73.99770100233691 40.71384068114904, -73.9976785087544 40.71385607340784, -73.9976563449608 40.71387173957551, -73.99763451646035 40.71388767630175, -73.9976130285372 40.713903878058524, -73.99759188669559 40.71392034233318, -73.99757109710039 40.71393706359768, -73.99755066459544 40.71395403783168, -73.99753059490524 40.71397126084727, -73.99748643089657 40.71401609613049)",34,188.140354576,-73.9979943903873,40.7136787408531,-73.9974864308966,40.7140160961305,"-73.99799 40.71368","-73.99749 40.71402"
172497,"LINESTRING (-73.9585021559319 40.75893470040382, -73.95846654873255 40.75911927314021)",22,67.9655502733,-73.9585021559319,40.7589347004038,-73.9584665487325,40.7591192731402,"-73.9585 40.75893","-73.95847 40.75912"
4129,"LINESTRING (-73.97542165365421 40.74788171416586, -73.97404406607971 40.747295227514826)",32,437.443519652,-73.9754216536542,40.7478817141659,-73.9740440660797,40.7472952275148,"-73.97542 40.74788","-73.97404 40.7473"
19176,"LINESTRING (-73.9516495017256 40.80455940160202, -73.9511826451883 40.80518348426123)",44,261.542062725,-73.9516495017256,40.804559401602,-73.9511826451883,40.8051834842612,"-73.95165 40.80456","-73.95118 40.80518"
24937,"LINESTRING (-73.91520058099616 40.869558426250414, -73.91469383328209 40.87022465548354)",45,280.290034079,-73.9152005809962,40.8695584262504,-73.9146938332821,40.8702246554835,"-73.9152 40.86956","-73.91469 40.87022"
82718,"LINESTRING (-73.94012020619004 40.80381141969842, -73.93998242431044 40.80375273498105)",42,43.7283546148,-73.94012020619,40.8038114196984,-73.9399824243104,40.8037527349811,"-73.94012 40.80381","-73.93998 40.80375"
2671,"LINESTRING (-73.96162070821298 40.760094434004586, -73.96152208563745 40.760230359911446)",70,56.5589692927,-73.961620708213,40.7600944340046,-73.9615220856375,40.7602303599114,"-73.96162 40.76009","-73.96152 40.76023"
1428,"LINESTRING (-73.98712184102882 40.76598915256923, -73.98665975649972 40.766615985709606)",70,261.800605944,-73.9871218410288,40.7659891525692,-73.9866597564997,40.7666159857096,"-73.98712 40.76599","-73.98666 40.76662"
89799,"LINESTRING (-73.9288215632894 40.86086027581671, -73.92964916275838 40.8621511050852)",32,523.054790668,-73.9288215632894,40.8608602758167,-73.9296491627584,40.8621511050852,"-73.92882 40.86086","-73.92965 40.86215"
89813,"LINESTRING (-73.9507391059107 40.80582032658289, -73.95285737235945 40.80670913939134)",30,669.887919644,-73.9507391059107,40.8058203265829,-73.9528573723594,40.8067091393913,"-73.95074 40.80582","-73.95286 40.80671"
98984,"LINESTRING (-73.94321687153197 40.84965008420568, -73.9438637772816 40.84980922916671, -73.94399775306154 40.84989910931971, -73.94411970206163 40.84992202301507)",30,272.344499713,-73.943216871532,40.8496500842057,-73.9441197020616,40.8499220230151,"-73.94322 40.84965","-73.94412 40.84992"
25132,"LINESTRING (-73.92640661430111 40.86738404096887, -73.92591873070076 40.867769201006446)",42,194.682281026,-73.9264066143011,40.8673840409689,-73.9259187307008,40.8677692010064,"-73.92641 40.86738","-73.92592 40.86777"
103047,"LINESTRING (-74.00784815602802 40.7486313450039, -74.00775806190337 40.74865166666695, -74.00768203466184 40.748672005414946)",44,48.3687627451,-74.007848156028,40.7486313450039,-74.0076820346618,40.7486720054149,"-74.00785 40.74863","-74.00768 40.74867"
939,"LINESTRING (-74.00253798721953 40.71862688307654, -74.0018315425285 40.71830880909061)",30,227.548325002,-74.0025379872195,40.7186268830765,-74.0018315425285,40.7183088090906,"-74.00254 40.71863","-74.00183 40.71831"
2875,"LINESTRING (-73.96121351209844 40.81188015715425, -73.96076765977566 40.81250554539546, -73.96028723472503 40.81315468765471, -73.95979225990001 40.81382347440073)",30,810.003875883,-73.9612135120984,40.8118801571542,-73.9597922599,40.8138234744007,"-73.96121 40.81188","-73.95979 40.81382"
89793,"LINESTRING (-73.94895013781834 40.82830673586018, -73.94904974688144 40.82834852708301, -73.94914899964311 40.82839179461967)",40,63.1619791297,-73.9489501378183,40.8283067358602,-73.9491489996431,40.8283917946197,"-73.94895 40.82831","-73.94915 40.82839"
27934,"LINESTRING (-73.9387939344588 40.83989428002823, -73.93968716641355 40.840254857484005)",30,279.900879183,-73.9387939344588,40.8398942800282,-73.9396871664135,40.840254857484,"-73.93879 40.83989","-73.93969 40.84025"
30767,"LINESTRING (-73.95183430010549 40.76035983791087, -73.95165916741757 40.76029515334245, -73.95151026973383 40.760193675791754)",20,109.330891756,-73.9518343001055,40.7603598379109,-73.9515102697338,40.7601936757918,"-73.95183 40.76036","-73.95151 40.76019"
23393,"LINESTRING (-73.97461559587796 40.793324804654915, -73.9763057227859 40.794031714960695)",30,534.171739004,-73.974615595878,40.7933248046549,-73.9763057227859,40.7940317149607,"-73.97462 40.79332","-73.97631 40.79403"
3608,"LINESTRING (-73.97639149162764 40.78826674652428, -73.97650149438354 40.78831267676011, -73.97660504197734 40.7883544809437)",60,67.2228290758,-73.9763914916276,40.7882667465243,-73.9766050419773,40.7883544809437,"-73.97639 40.78827","-73.97661 40.78835"
3171,"LINESTRING (-73.95079732564997 40.82826997953294, -73.9503404617158 40.82890148100719)",28,262.530549653,-73.95079732565,40.8282699795329,-73.9503404617158,40.8289014810072,"-73.9508 40.82827","-73.95034 40.8289"
3265,"LINESTRING (-73.96772276897788 40.80545283279059, -73.9676094203424 40.80561266647092, -73.96751277747468 40.80577934829618, -73.96743384880119 40.80595128526536, -73.96743382495495 40.80595135762929, -73.96737326352984 40.80612695563067)",16,265.018446117,-73.9677227689779,40.8054528327906,-73.9673732635298,40.8061269556307,"-73.96772 40.80545","-73.96737 40.80613"
72835,"LINESTRING (-73.97679030930979 40.7460358607363, -73.97735989042292 40.74540421517209)",42,279.048627358,-73.9767903093098,40.7460358607363,-73.9773598904229,40.7454042151721,"-73.97679 40.74604","-73.97736 40.7454"
132045,"LINESTRING (-73.99172985385098 40.70962142332933, -73.99121019005482 40.70969795104199, -73.99118756521389 40.70970128259755, -73.98975254108285 40.70991259396445, -73.98938369399268 40.70995374085993, -73.98926799244832 40.70996749230902, -73.98731700324778 40.7101993553369, -73.98660498450529 40.71028396596204, -73.98536551132229 40.71043104467441, -73.98466491445585 40.71051417302441)",30,1985.77675518,-73.991729853851,40.7096214233293,-73.9846649144558,40.7105141730244,"-73.99173 40.70962","-73.98466 40.71051"
134186,"LINESTRING (-73.99192047543033 40.709554293873936, -73.99190544366458 40.709525396079655)",32,11.3231330799,-73.9919204754303,40.7095542938739,-73.9919054436646,40.7095253960797,"-73.99192 40.70955","-73.99191 40.70953"
2286,"LINESTRING (-73.9811139410229 40.77422747947398, -73.98065976315952 40.77485167787037)",60,259.889118927,-73.9811139410229,40.774227479474,-73.9806597631595,40.7748516778704,"-73.98111 40.77423","-73.98066 40.77485"
129133,"LINESTRING (-74.00188266674346 40.750827931136335, -74.00245072816953 40.75106718773277)",30,179.918626382,-74.0018826667435,40.7508279311363,-74.0024507281695,40.7510671877328,"-74.00188 40.75083","-74.00245 40.75107"
2911,"LINESTRING (-73.94315435768307 40.836600406947966, -73.94269535680036 40.837221854142214)",40,259.607558175,-73.9431543576831,40.836600406948,-73.9426953568004,40.8372218541422,"-73.94315 40.8366","-73.9427 40.83722"
3722,"LINESTRING (-73.98040998073928 40.74258716037545, -73.97995899751066 40.74320520013231)",70,257.525475345,-73.9804099807393,40.7425871603755,-73.9799589975107,40.7432052001323,"-73.98041 40.74259","-73.97996 40.74321"
1232,"LINESTRING (-74.00834817688923 40.725915124042885, -74.0088433151693 40.72596407505995, -74.00909373749973 40.72598639389524)",30,208.277816324,-74.0083481768892,40.7259151240429,-74.0090937374997,40.7259863938952,"-74.00835 40.72592","-74.00909 40.72599"
2251,"LINESTRING (-73.97359627217766 40.784538128510555, -73.97313390566826 40.7851701469934)",60,263.471404683,-73.9735962721777,40.7845381285106,-73.9731339056683,40.7851701469934,"-73.9736 40.78454","-73.97313 40.78517"
1356,"LINESTRING (-73.98878655043406 40.753516778844876, -73.98833572549684 40.754130293406696)",60,256.054088795,-73.9887865504341,40.7535167788449,-73.9883357254968,40.7541302934067,"-73.98879 40.75352","-73.98834 40.75413"
133342,"LINESTRING (-73.940746310608 40.84956518579275, -73.94081617635025 40.849632190850286)",30,31.1380505156,-73.940746310608,40.8495651857927,-73.9408161763503,40.8496321908503,"-73.94075 40.84957","-73.94082 40.84963"
135577,"LINESTRING (-73.9250187220519 40.79208446122201, -73.92520991889062 40.79188074357287, -73.9255281263371 40.791961586489016, -73.92592597667273 40.791982001833205, -73.92624426364021 40.79199228576903, -73.9266421137178 40.792012698473194, -73.92702879440682 40.79200580552192)",0,600.215067122,-73.9250187220519,40.792084461222,-73.9270287944068,40.7920058055219,"-73.92502 40.79208","-73.92703 40.79201"
79744,"LINESTRING (-74.00728273353928 40.70870950949915, -74.00653116871753 40.70822712625459)",22,272.587901332,-74.0072827335393,40.7087095094992,-74.0065311687175,40.7082271262546,"-74.00728 40.70871","-74.00653 40.70823"
129099,"LINESTRING (-74.00416830678425 40.74768929233615, -74.00473658203666 40.74792835448492)",52,179.942625814,-74.0041683067843,40.7476892923361,-74.0047365820367,40.7479283544849,"-74.00417 40.74769","-74.00474 40.74793"
106952,"LINESTRING (-73.93511807892735 40.79335873077629, -73.93491298327785 40.79364262405473, -73.93468956700411 40.79395186434046, -73.93468846334737 40.793953394726465, -73.93465816019948 40.79399544007458)",16,264.631603105,-73.9351180789273,40.7933587307763,-73.9346581601995,40.7939954400746,"-73.93512 40.79336","-73.93466 40.794"
4001,"LINESTRING (-73.97946913093536 40.72746767704171, -73.97899862060501 40.72810574635072)",32,266.548555654,-73.9794691309354,40.7274676770417,-73.978998620605,40.7281057463507,"-73.97947 40.72747","-73.979 40.72811"
4314,"LINESTRING (-73.98279128039376 40.73393097201534, -73.98118067036435 40.73326145356258)",30,508.667853173,-73.9827912803938,40.7339309720153,-73.9811806703644,40.7332614535626,"-73.98279 40.73393","-73.98118 40.73326"
3481,"LINESTRING (-73.97376587622131 40.76036416417522, -73.97330886976644 40.76098886545753)",54,260.441732952,-73.9737658762213,40.7603641641752,-73.9733088697664,40.7609888654575,"-73.97377 40.76036","-73.97331 40.76099"
19251,"LINESTRING (-73.94975777095195 40.812103595963414, -73.94957203879417 40.81235690495139, -73.9495330503253 40.81241007843853, -73.94930103782549 40.81272650402361)",60,259.787843235,-73.9497577709519,40.8121035959634,-73.9493010378255,40.8127265040236,"-73.94976 40.8121","-73.9493 40.81273"
117311,"LINESTRING (-73.93264631601532 40.79978374292004, -73.93214036578001 40.79966703346565, -73.93173398169613 40.79956443831254, -73.93131955261794 40.79944737752175, -73.93089746065723 40.79925810623611, -73.93059437687485 40.79912909212652)",0,619.238478048,-73.9326463160153,40.79978374292,-73.9305943768749,40.7991290921265,"-73.93265 40.79978","-73.93059 40.79913"
25128,"LINESTRING (-73.96666181740426 40.799132280762905, -73.96810946003708 40.79974426282268)",30,458.64860908,-73.9666618174043,40.7991322807629,-73.9681094600371,40.7997442628227,"-73.96666 40.79913","-73.96811 40.79974"
65944,"LINESTRING (-73.95210583289882 40.82217340055396, -73.95311103957125 40.8225985866749)",30,318.433245823,-73.9521058328988,40.822173400554,-73.9531110395713,40.8225985866749,"-73.95211 40.82217","-73.95311 40.8226"
83053,"LINESTRING (-73.93454397383132 40.85041663425745, -73.93542571744675 40.85077432926673)",30,276.567709706,-73.9345439738313,40.8504166342574,-73.9354257174467,40.8507743292667,"-73.93454 40.85042","-73.93543 40.85077"
24948,"LINESTRING (-73.94401834913667 40.783015209269394, -73.94393452367369 40.78297757332468, -73.94391695383928 40.78296968455218)",30,32.6126809245,-73.9440183491367,40.7830152092694,-73.9439169538393,40.7829696845522,"-73.94402 40.78302","-73.94392 40.78297"
140789,"LINESTRING (-73.96337436770814 40.76079328267358, -73.96341571328064 40.76087015399252, -73.96384170123133 40.76106822463126, -73.96388310434611 40.76123328609299)",22,229.805444367,-73.9633743677081,40.7607932826736,-73.9638831043461,40.761233286093,"-73.96337 40.76079","-73.96388 40.76123"
96892,"LINESTRING (-74.00998418601552 40.70514773317048, -74.01032697777617 40.70476279743807)",22,169.414741262,-74.0099841860155,40.7051477331705,-74.0103269777762,40.7047627974381,"-74.00998 40.70515","-74.01033 40.70476"
135515,"LINESTRING (-73.92658930641282 40.78937518168441, -73.92729562566903 40.788567073457976, -73.92797767984334 40.787772322372106)",34,699.174635261,-73.9265893064128,40.7893751816844,-73.9279776798433,40.7877723223721,"-73.92659 40.78938","-73.92798 40.78777"
2249,"LINESTRING (-73.9749851365478 40.78263053688758, -73.97454045583096 40.78324253771812)",60,254.719983329,-73.9749851365478,40.7826305368876,-73.974540455831,40.7832425377181,"-73.97499 40.78263","-73.97454 40.78324"
97492,"LINESTRING (-73.93199509575894 40.85169579398211, -73.93322631519666 40.85221337778476)",42,389.332218424,-73.9319950957589,40.8516957939821,-73.9332263151967,40.8522133777848,"-73.932 40.8517","-73.93323 40.85221"
79757,"LINESTRING (-74.0038649315568 40.739418112441705, -74.00529178847907 40.74002322337446)",34,452.71148229,-74.0038649315568,40.7394181124417,-74.0052917884791,40.7400232233745,"-74.00386 40.73942","-74.00529 40.74002"
132030,"LINESTRING (-74.00990637998311 40.738518095607795, -74.01001853672383 40.7385125551897, -74.0101082204569 40.73850828581692)",0,56.0482685071,-74.0099063799831,40.7385180956078,-74.0101082204569,40.7385082858169,"-74.00991 40.73852","-74.01011 40.73851"
172029,"LINESTRING (-73.95127340520757 40.82766131734011, -73.95118735406896 40.8277689471848, -73.95079732564997 40.82826997953294)",28,257.947934625,-73.9512734052076,40.8276613173401,-73.95079732565,40.8282699795329,"-73.95127 40.82766","-73.9508 40.82827"
106354,"LINESTRING (-73.94309506398164 40.817968949934475, -73.94223145856299 40.81759717352289, -73.94215821048674 40.817565637355884)",18,298.051645237,-73.9430950639816,40.8179689499345,-73.9421582104867,40.8175656373559,"-73.9431 40.81797","-73.94216 40.81757"
21795,"LINESTRING (-73.96939411311284 40.757699527655845, -73.96715254341488 40.75676519476172)",32,708.189150987,-73.9693941131128,40.7576995276558,-73.9671525434149,40.7567651947617,"-73.96939 40.7577","-73.96715 40.75677"
937,"LINESTRING (-74.00518616200306 40.719837466504934, -74.00437215011533 40.71946672443134)",30,262.982055448,-74.0051861620031,40.7198374665049,-74.0043721501153,40.7194667244313,"-74.00519 40.71984","-74.00437 40.71947"
