"PHYSICALID","the_geom","ST_WIDTH","SHAPE_Leng","start_lon","start_lat","end_lon","end_lat","start_ID","end_ID"
1118,"LINESTRING (-73.99709902920391 40.747205102042244, -73.99664704439097 40.74782272908278)",68,257.524782979,-73.9970990292039,40.7472051020422,-73.996647044391,40.7478227290828,"-73.9971 40.74721","-73.99665 40.74782"
26840,"LINESTRING (-73.92061202793963 40.86311392763323, -73.92124991113127 40.86411176067835)",40,404.102406017,-73.9206120279396,40.8631139276332,-73.9212499111313,40.8641117606783,"-73.92061 40.86311","-73.92125 40.86411"
353,"LINESTRING (-73.98324760957425 40.78717826033576, -73.9829057195281 40.78806146613348, -73.98290439906788 40.788064801866014, -73.98268672334252 40.78861471037252, -73.98248202217245 40.78908211996493, -73.9823163864649 40.78942767604981, -73.98226011581356 40.789545069507604, -73.98202124170807 40.79000301833565, -73.98176573055726 40.790455425793546, -73.98157586250801 40.7907495835597, -73.98144515606148 40.79095208148628, -73.98111123776947 40.79144376325981, -73.98076421096188 40.7919301654729, -73.98069707082195 40.79201985369528, -73.98040426596968 40.792410989846125, -73.98018922732238 40.79268339939145, -73.979885176152 40.79304649710495, -73.97983152969341 40.79311056169668, -73.97971058581382 40.793242856758724, -73.97948265715361 40.793492177399536, -73.97912517235328 40.79385410510413, -73.97878120366205 40.79417929392718, -73.97855747369522 40.79437875535823, -73.97846821911632 40.79445832766456)",32,2990.02791815,-73.9832476095742,40.7871782603358,-73.9784682191163,40.7944583276646,"-73.98325 40.78718","-73.97847 40.79446"
159630,"LINESTRING (-73.99264472367463 40.724224963737825, -73.99239096258835 40.7249170707366)",36,261.782263043,-73.9926447236746,40.7242249637378,-73.9923909625883,40.7249170707366,"-73.99264 40.72422","-73.99239 40.72492"
2608,"LINESTRING (-73.97302670401668 40.7444500412092, -73.97257598338805 40.74506785378803)",70,257.416152928,-73.9730267040167,40.7444500412092,-73.9725759833881,40.745067853788,"-73.97303 40.74445","-73.97258 40.74507"
160707,"LINESTRING (-73.98087912903699 40.71591982297966, -73.98079438852487 40.71608455264498)",55,64.4497125857,-73.980879129037,40.7159198229797,-73.9807943885249,40.716084552645,"-73.98088 40.71592","-73.98079 40.71608"
19824,"LINESTRING (-73.95635644718814 40.781527483447675, -73.95624662543017 40.78147940893761, -73.95614515223325 40.78143528154905)",30,67.473130983,-73.9563564471881,40.7815274834477,-73.9561451522332,40.7814352815491,"-73.95636 40.78153","-73.95615 40.78144"
67310,"LINESTRING (-73.99536202367919 40.75770316678198, -73.99529681731474 40.75772531642528)",22,19.7853503084,-73.9953620236792,40.757703166782,-73.9952968173147,40.7577253164253,"-73.99536 40.7577","-73.9953 40.75773"
129136,"LINESTRING (-74.00142970687364 40.75144572087943, -74.00201243205171 40.75169078839949)",32,184.497253273,-74.0014297068736,40.7514457208794,-74.0020124320517,40.7516907883995,"-74.00143 40.75145","-74.00201 40.75169"
44,"LINESTRING (-74.00842516151923 40.68601553194256, -74.00859065970282 40.68624245401401, -74.00859803329706 40.6862525635824, -74.00979386658261 40.688555378894975, -74.01011238699742 40.68916893112431, -74.01081298198012 40.69052800329079, -74.01145185818888 40.69152907755941, -74.01183833471073 40.6921537967724)",18,2430.23827707,-74.0084251615192,40.6860155319426,-74.0118383347107,40.6921537967724,"-74.00843 40.68602","-74.01184 40.69215"
132564,"LINESTRING (-73.93431577530681 40.81973203647101, -73.93432408357059 40.82001393190873, -73.93435654825575 40.82111547628868, -73.93433964938694 40.821379991068525, -73.93429725066085 40.8220436408845, -73.93429508543561 40.82207748642507, -73.93427306439726 40.822422139000956, -73.9343015150599 40.822746664303025, -73.93432529553372 40.823017922415104, -73.93437904390169 40.82363098941568, -73.93437939221337 40.824110799630766, -73.9343798034537 40.82467506918652, -73.93439425248674 40.82521844568758, -73.93439432083682 40.82522092206917, -73.934398070683 40.82536152776297, -73.93440218631794 40.82547807015161, -73.93440394024454 40.82552772649201, -73.93448265726448 40.826331472843286, -73.9345375474186 40.82682740886705, -73.93453910098476 40.826841447937916, -73.93466192266204 40.82795110332792)",34,2999.13150795,-73.9343157753068,40.819732036471,-73.934661922662,40.8279511033279,"-73.93432 40.81973","-73.93466 40.82795"
173406,"LINESTRING (-74.0170971287528 40.713604340276525, -74.01755002028173 40.71368237385756, -74.01726783238917 40.715397568266106, -74.0172327392505 40.715584726709906, -74.01695533351585 40.7170664264501, -74.01665849684157 40.71864716002165, -74.01497135234364 40.718426279974594, -74.01486441855894 40.71847603606703, -74.01322694487725 40.718269009659224, -74.0129553641332 40.718188795349874)",0,3004.61830315,-74.0170971287528,40.7136043402765,-74.0129553641332,40.7181887953499,"-74.0171 40.7136","-74.01296 40.71819"
28168,"LINESTRING (-73.93977869235485 40.8472097536674, -73.93952355691647 40.8478383977486)",42,239.669347203,-73.9397786923548,40.8472097536674,-73.9395235569165,40.8478383977486,"-73.93978 40.84721","-73.93952 40.84784"
3545,"LINESTRING (-73.94299316850508 40.80256154361288, -73.94256680195015 40.8031943914323)",60,259.028109711,-73.9429931685051,40.8025615436129,-73.9425668019502,40.8031943914323,"-73.94299 40.80256","-73.94257 40.80319"
4340,"LINESTRING (-73.98957565789482 40.741548080400975, -73.98936685995056 40.741461743885715)",66,65.8571297704,-73.9895756578948,40.741548080401,-73.9893668599506,40.7414617438857,"-73.98958 40.74155","-73.98937 40.74146"
147404,"LINESTRING (-74.01543085567637 40.70909728779719, -74.01539008523815 40.70917589392958, -74.01521226905518 40.709829726842834)",0,274.047248028,-74.0154308556764,40.7090972877972,-74.0152122690552,40.7098297268428,"-74.01543 40.7091","-74.01521 40.70983"
134189,"LINESTRING (-73.99178002939966 40.70957666922814, -73.99176779580138 40.70955505502111)",22,8.57405133551,-73.9917800293997,40.7095766692281,-73.9917677958014,40.7095550550211,"-73.99178 40.70958","-73.99177 40.70956"
3658,"LINESTRING (-73.96521328054038 40.763431358558464, -73.9647554491405 40.7640570700971)",70,260.871731142,-73.9652132805404,40.7634313585585,-73.9647554491405,40.7640570700971,"-73.96521 40.76343","-73.96476 40.76406"
80044,"LINESTRING (-73.99226599105478 40.734532600809885, -73.99094484129402 40.733977692495785)",30,418.249151224,-73.9922659910548,40.7345326008099,-73.990944841294,40.7339776924958,"-73.99227 40.73453","-73.99094 40.73398"
167710,"LINESTRING (-73.99812870611638 40.759037324556566, -73.998957786284 40.75940116406046, -73.99924343797548 40.75952651886574)",60,356.559778268,-73.9981287061164,40.7590373245566,-73.9992434379755,40.7595265188657,"-73.99813 40.75904","-73.99924 40.75953"
130972,"LINESTRING (-73.9763619171236 40.71488370264128, -73.97634402556882 40.71491697249334)",30,13.0967305122,-73.9763619171236,40.7148837026413,-73.9763440255688,40.7149169724933,"-73.97636 40.71488","-73.97634 40.71492"
2295,"LINESTRING (-73.93639924821517 40.80891343440786, -73.93597680635781 40.8094739678611, -73.93580780267376 40.809497637755435)",28,282.907408357,-73.9363992482152,40.8089134344079,-73.9358078026738,40.8094976377554,"-73.9364 40.80891","-73.93581 40.8095"
1157,"LINESTRING (-74.00395541862507 40.72985689445793, -74.00430267333925 40.73044666130833)",24,235.440295191,-74.0039554186251,40.7298568944579,-74.0043026733393,40.7304466613083,"-74.00396 40.72986","-74.0043 40.73045"
81171,"LINESTRING (-74.00382215787603 40.753260662460384, -74.00664649267765 40.754450903089925)",34,894.625440471,-74.003822157876,40.7532606624604,-74.0066464926776,40.7544509030899,"-74.00382 40.75326","-74.00665 40.75445"
2015,"LINESTRING (-73.94697366807029 40.79996170291021, -73.94646133852072 40.8006653053797)",60,292.974233189,-73.9469736680703,40.7999617029102,-73.9464613385207,40.8006653053797,"-73.94697 40.79996","-73.94646 40.80067"
118376,"LINESTRING (-73.94634125243478 40.786447639032666, -73.94628180172094 40.786422366458694, -73.94569522890774 40.78617300750904)",40,204.978142,-73.9463412524348,40.7864476390327,-73.9456952289077,40.786173007509,"-73.94634 40.78645","-73.9457 40.78617"
134301,"LINESTRING (-73.935318810476 40.83544330406292, -73.93508196320917 40.83562764580544)",0,93.841659965,-73.935318810476,40.8354433040629,-73.9350819632092,40.8356276458054,"-73.93532 40.83544","-73.93508 40.83563"
130727,"LINESTRING (-73.95334450391857 40.827650062358686, -73.95338586888178 40.82768661023074, -73.95342305560378 40.82773086401676, -73.95363303078568 40.828012229136405, -73.95364262177995 40.82802839890003, -73.95365172261675 40.82804473146676, -73.953660329112 40.82806121745368, -73.95366843685974 40.82807784932056, -73.9536760407938 40.82809461751657, -73.95368313717039 40.82811151366412, -73.95368972268746 40.82812852854811, -73.95369579360096 40.828145654126025, -73.95370134705068 40.82816288001028, -73.95370637929238 40.828180198493335, -73.95371088812719 40.82819759952293, -73.95371487179598 40.82821507505724, -73.953718327659 40.82823261470882, -73.95372125395747 40.828250209933216, -73.95372364959441 40.82826785185132, -73.95372551193009 40.828285530075576, -73.95372684163155 40.82830323623007, -73.95372763716074 40.82832096143543, -73.9537278980831 40.82833869564005, -73.95372762418444 40.82835642912744, -73.95372681613132 40.828374154191785, -73.95372547415155 40.82839185977655, -73.95372359935303 40.82840953784101, -73.95372119152188 40.828427178166095, -73.95371825308965 40.828444772209004, -73.95371478494448 40.82846231075624, -73.9536325741334 40.82866753677905, -73.95352034971654 40.82885602554277, -73.95329391285105 40.82921019536189, -73.95298535072446 40.82964035284265, -73.95285306954123 40.82988052765442, -73.95276873746103 40.83001151437126)",0,945.953320865,-73.9533445039186,40.8276500623587,-73.952768737461,40.8300115143713,"-73.95334 40.82765","-73.95277 40.83001"
1905,"LINESTRING (-74.00062227015948 40.719552453179524, -73.99986798351416 40.7204326578572)",24,382.826866192,-74.0006222701595,40.7195524531795,-73.9998679835142,40.7204326578572,"-74.00062 40.71955","-73.99987 40.72043"
23355,"LINESTRING (-73.96115734248501 40.75668759681039, -73.96071762529184 40.75649215515308)",32,141.105546521,-73.961157342485,40.7566875968104,-73.9607176252918,40.7564921551531,"-73.96116 40.75669","-73.96072 40.75649"
135213,"LINESTRING (-73.92760561077462 40.78112728844108, -73.92746114526818 40.78124046687024, -73.92745058223016 40.78125767244884, -73.92743954906265 40.78127470702204, -73.92742805260585 40.78129156288786, -73.9274160961726 40.78130823334723, -73.92740368506064 40.78132471052966, -73.92739082566793 40.781340988073055, -73.92737752307163 40.7813570582743, -73.92736378234814 40.78137291410038, -73.92734960989554 40.78138854918922, -73.92733501233359 40.78140395600615, -73.92731999628002 40.78141912885939, -73.92730456659133 40.78143406038068, -73.92728873209013 40.78144874404195, -73.92727249785132 40.78146317431792, -73.92725587159616 40.78147734417717, -73.92723886082442 40.781491247593394, -73.92722147347668 40.781504878540524, -73.92720371506873 40.78151823149351, -73.92718559508465 40.781531299757205, -73.92716712080247 40.78154407864531, -73.92714830038304 40.781556562299414, -73.92712914220729 40.78156874519633, -73.92710965355407 40.78158062197967, -73.92708984478708 40.781592187797585, -73.92706972186284 40.78160343729289, -73.92704929624726 40.78161436544689, -73.92702857477758 40.781624967740605, -73.92700756781667 40.78163524015981, -73.92698628308425 40.78164517734842, -73.92696473160444 40.78165477529269, -73.92694292109573 40.78166402980919, -73.92692086192125 40.78167293671625, -73.92689455244567 40.7816792933645, -73.92686836562879 40.78168593605037, -73.92684230764124 40.781692864777916, -73.92681638311386 40.781700076869704, -73.92679059755686 40.78170757165925, -73.9267600176032 40.78171688272164, -73.92672965230592 40.781726590277415, -73.92669951070262 40.78173669248972, -73.92666960161176 40.7817471863489, -73.9266399336319 40.78175806851007, -73.92661051558193 40.78176933562854, -73.92658135561906 40.78178098486177, -73.9265524625632 40.781793012027435, -73.9265238456735 40.78180541428369, -73.926495512888 40.78181818778274, -73.92646747126311 40.7818313286762, -73.92643973138215 40.78184483261538, -73.92641229985952 40.78185869692431, -73.92638518529577 40.78187291658296, -73.92635839518823 40.781887487743255, -73.92633193835789 40.78190240538527, -73.92630582119924 40.781917666497876, -73.9262800525346 40.78193326488852, -73.92625463941953 40.78194919771401, -73.92622958913347 40.781965458948335, -73.92620490983542 40.78198204440879, -73.92618060858344 40.781998949074406, -73.92615669199475 40.782016167923885, -73.92613316778767 40.78203369677426, -73.92611004169997 40.78205152876093, -73.92608732144946 40.78206966020352, -73.9260650136548 40.78208808490808, -73.92604312537433 40.782106797686076, -73.92602166190387 40.7821257928453, -73.9260006300816 40.78214506502954, -73.92598003652571 40.78216460854745, -73.92595988653176 40.782184418041815, -73.92594018627862 40.7822044864808, -73.92592094194273 40.78222480917789, -73.92590215904096 40.78224537993842, -73.92588384286987 40.782266192567576, -73.9258659989471 40.78228724020058, -73.92584863212664 40.782308518317606, -73.9258317481477 40.782330019048864, -73.92581535208579 40.782351736869465, -73.92579944747514 40.78237366491339, -73.92578404093442 40.78239579732171)",0,700.203683524,-73.9276056107746,40.7811272884411,-73.9257840409344,40.7823957973217,"-73.92761 40.78113","-73.92578 40.7824"
81847,"LINESTRING (-73.94831125454382 40.79812921756679, -73.94722520890936 40.79767168595843, -73.94670030971383 40.7974505432154)",50,509.98198064,-73.9483112545438,40.7981292175668,-73.9467003097138,40.7974505432154,"-73.94831 40.79813","-73.9467 40.79745"
129153,"LINESTRING (-74.01594492352275 40.70667641266343, -74.01609081011954 40.706394526504354, -74.01620296595179 40.706063584922944, -74.01635148682284 40.70565465066474)",22,389.467774206,-74.0159449235228,40.7066764126634,-74.0163514868228,40.7056546506647,"-74.01594 40.70668","-74.01635 40.70565"
25146,"LINESTRING (-73.9246772871679 40.861496644305205, -73.92474153407626 40.86159363774945)",60,39.555345553,-73.9246772871679,40.8614966443052,-73.9247415340763,40.8615936377495,"-73.92468 40.8615","-73.92474 40.86159"
28143,"LINESTRING (-73.9445220754902 40.846420698660566, -73.94439739378188 40.84675244353332)",25,125.693437108,-73.9445220754902,40.8464206986606,-73.9443973937819,40.8467524435333,"-73.94452 40.84642","-73.9444 40.84675"
140711,"LINESTRING (-73.98119406894436 40.73291501395155, -73.98099768734218 40.733185348220125, -73.9808332983988 40.73341130920125)",25,206.618971717,-73.9811940689444,40.7329150139515,-73.9808332983988,40.7334113092013,"-73.98119 40.73292","-73.98083 40.73341"
96183,"LINESTRING (-73.92496779010649 40.861253468152285, -73.92496864064546 40.86128326957053, -73.92499818440245 40.861463738038864)",60,77.117907258,-73.9249677901065,40.8612534681523,-73.9249981844025,40.8614637380389,"-73.92497 40.86125","-73.925 40.86146"
2572,"LINESTRING (-73.97946482604598 40.73560000453463, -73.97899715353334 40.736215687415715)",70,259.063865173,-73.979464826046,40.7356000045346,-73.9789971535333,40.7362156874157,"-73.97946 40.7356","-73.979 40.73622"
19658,"LINESTRING (-73.93243330853286 40.851095576549376, -73.93199509575894 40.85169579398211)",60,250.038119658,-73.9324333085329,40.8510955765494,-73.9319950957589,40.8516957939821,"-73.93243 40.8511","-73.932 40.8517"
19269,"LINESTRING (-73.94142630450621 40.82350751694515, -73.9409717845234 40.82413235542773)",60,260.095537061,-73.9414263045062,40.8235075169451,-73.9409717845234,40.8241323554277,"-73.94143 40.82351","-73.94097 40.82413"
3135,"LINESTRING (-73.96401951143397 40.811330682709446, -73.96388115964695 40.81229896258583)",34,354.851624636,-73.964019511434,40.8113306827094,-73.9638811596469,40.8122989625858,"-73.96402 40.81133","-73.96388 40.8123"
102291,"LINESTRING (-73.92174653986436 40.799186134609016, -73.92171752865457 40.79922829249362, -73.92169923363485 40.79926052191472)",40,30.1212853812,-73.9217465398644,40.799186134609,-73.9216992336349,40.7992605219147,"-73.92175 40.79919","-73.9217 40.79926"
4002,"LINESTRING (-73.97899862060501 40.72810574635072, -73.97853582964984 40.7287460851078)",32,266.232004118,-73.978998620605,40.7281057463507,-73.9785358296498,40.7287460851078,"-73.979 40.72811","-73.97854 40.72875"
91328,"LINESTRING (-73.9553527508156 40.7571122303639, -73.95361400409733 40.75635662796745)",18,554.82450237,-73.9553527508156,40.7571122303639,-73.9536140040973,40.7563566279674,"-73.95535 40.75711","-73.95361 40.75636"
166370,"LINESTRING (-74.00133528657969 40.70727158378312, -74.00118324732708 40.70735484071075)",32,51.9322818175,-74.0013352865797,40.7072715837831,-74.0011832473271,40.7073548407107,"-74.00134 40.70727","-74.00118 40.70735"
135908,"LINESTRING (-73.91794122669019 40.790843094061785, -73.91818703674892 40.79063012052361)",30,103.216755407,-73.9179412266902,40.7908430940618,-73.9181870367489,40.7906301205236,"-73.91794 40.79084","-73.91819 40.79063"
131714,"LINESTRING (-73.97424324751161 40.73253642611816, -73.97453537864618 40.73371091758686, -73.97467012235956 40.73425262845846)",32,636.359996424,-73.9742432475116,40.7325364261182,-73.9746701223596,40.7342526284585,"-73.97424 40.73254","-73.97467 40.73425"
72640,"LINESTRING (-73.977365102279 40.78446444109667, -73.97889505523699 40.78510985957988)",30,484.567144471,-73.977365102279,40.7844644410967,-73.978895055237,40.7851098595799,"-73.97737 40.78446","-73.9789 40.78511"
77375,"LINESTRING (-73.9737807896814 40.731204451930644, -73.97379426040249 40.73119301544631, -73.97380739206415 40.73118135205232, -73.97382017695617 40.731169467945506, -73.9738326086895 40.73115736982557, -73.97384468131642 40.731145062214516, -73.97385638888804 40.73113255264982, -73.97386772567653 40.7311198464911, -73.97387868573324 40.73110695077324, -73.97388926333004 40.73109387169355, -73.97389945361982 40.731080615281996, -73.97390925131442 40.73106718907616, -73.97391865156655 40.731053599608565, -73.97392764974921 40.7310398532443, -73.97393624123521 40.731025956850964)",20,78.3266461838,-73.9737807896814,40.7312044519306,-73.9739362412352,40.731025956851,"-73.97378 40.7312","-73.97394 40.73103"
89927,"LINESTRING (-73.94486588614771 40.7941786321455, -73.94327251190568 40.79348810293556)",30,507.881108843,-73.9448658861477,40.7941786321455,-73.9432725119057,40.7934881029356,"-73.94487 40.79418","-73.94327 40.79349"
130363,"LINESTRING (-73.94593853829488 40.85026828945614, -73.94641552538435 40.85035951543993, -73.94687794417007 40.8504479528575, -73.94696441759635 40.85046552531563)",40,292.773591812,-73.9459385382949,40.8502682894561,-73.9469644175963,40.8504655253156,"-73.94594 40.85027","-73.94696 40.85047"
134303,"LINESTRING (-73.93488828400565 40.83578368833678, -73.93485595172766 40.83585697418188)",30,28.1598374109,-73.9348882840057,40.8357836883368,-73.9348559517277,40.8358569741819,"-73.93489 40.83578","-73.93486 40.83586"
133463,"LINESTRING (-74.00422907028492 40.71202548974394, -74.00403996124014 40.71187810060181, -74.00397125998248 40.71182237061801)",20,102.886326803,-74.0042290702849,40.7120254897439,-74.0039712599825,40.711822370618,"-74.00423 40.71203","-74.00397 40.71182"
109443,"LINESTRING (-73.98863554135832 40.77300858715139, -73.98871087682478 40.77304252501192, -73.98878412437706 40.77307552179636, -73.98884777023099 40.77310419343603, -73.98924043533339 40.77328107926867)",16,194.746675958,-73.9886355413583,40.7730085871514,-73.9892404353334,40.7732810792687,"-73.98864 40.77301","-73.98924 40.77328"
28067,"LINESTRING (-73.93368014634618 40.846895387930196, -73.93358429578622 40.84702630908543)",42,54.5756238416,-73.9336801463462,40.8468953879302,-73.9335842957862,40.8470263090854,"-73.93368 40.8469","-73.93358 40.84703"
135671,"LINESTRING (-73.92974403274187 40.79033289335363, -73.92976982544869 40.790337143103756, -73.92979573145442 40.79034097460684, -73.92982173885882 40.790344385175146, -73.9298478364207 40.79034737413164, -73.92987401157785 40.790349939458345, -73.92990025242803 40.79035208031036, -73.92992654773022 40.79035379584315, -73.92995288536163 40.79035508537921, -73.92997925231806 40.79035594790549, -73.93000563846044 40.79035638274568, -73.93003203012104 40.790356391064165, -73.93005841672084 40.79035597134678, -73.93008478459264 40.79035512425536, -73.9301111235956 40.790353850788904, -73.93013742028329 40.79035215127432, -73.93016366407512 40.79035002570526, -73.93018984174353 40.7903474759165, -73.9302159418255 40.79034450257126, -73.9302419528572 40.79034110717035, -73.93026786337407 40.790337291884754, -73.93029365992992 40.79033305687391, -73.93031933282197 40.79032840581761, -73.93034428017694 40.790323461818176, -73.93036908709227 40.79031812404442, -73.93039374254433 40.790312394667566, -73.93041823616988 40.790306276696946, -73.93044255584289 40.790299772638186, -73.93046669274322 40.790292885334004, -73.930490635406 40.790285617458025, -73.9305143743495 40.79027797218763, -73.93053789832767 40.79026995370426, -73.93056119808001 40.79026156451537, -73.93058426280237 40.79025280779758, -73.9306070830105 40.790243689241116, -73.93062964790136 40.79023421101753, -73.9306519486529 40.79022437797981, -73.93067397468076 40.790214193974876, -73.93069571804443 40.79020366402385, -73.93071716771824 40.7901927924759, -73.93073831510117 40.790181583681694, -73.93075915070999 40.79017004249392, -73.9307796661629 40.79015817443603, -73.93079985175615 40.79014598452812, -73.9308270441063 40.79012054238953, -73.93085383156354 40.790094853069434, -73.93088020883432 40.79006892008298, -73.93090617260879 40.790042747114036, -73.93093171913618 40.79001633784616, -73.93095684466583 40.78998969596292, -73.93098154588682 40.78996282615334, -73.93100581816684 40.789935732100474, -73.93102965973952 40.78990841698648, -73.93105306486945 40.78988088549891, -73.93107603134912 40.78985314115476, -73.93109855674959 40.78982518847597, -73.9311206364383 40.78979703148065, -73.93114226732608 40.78976867368526, -73.93116344676352 40.78974011977914, -73.9311841714404 40.78971137394871, -73.93120443848773 40.78968244004556, -73.93122424481543 40.78965332259128, -73.9312435868933 40.789624025437064, -73.93126246339445 40.78959455327307, -73.9312808703477 40.789564910117754, -73.93129880598555 40.78953510049345, -73.93131626655727 40.78950512841877, -73.93133325051545 40.78947499875122, -73.93134975499173 40.78944471483982, -73.9313657779969 40.78941428254695, -73.9313813164424 40.789383705053936, -73.9313963690006 40.78935298788853, -73.93141093170078 40.789322134734114, -73.93142500431833 40.78929115028146, -73.931438584645 40.78926003905257, -73.93145167003212 40.78922880523419, -73.93146425805023 40.78919745418586, -73.93147634847574 40.78916598959314)",20,716.740441148,-73.9297440327419,40.7903328933536,-73.9314763484757,40.7891659895931,"-73.92974 40.79033","-73.93148 40.78917"
144967,"LINESTRING (-73.97824680130556 40.71536633413171, -73.97821910227253 40.71541069571621)",20,17.8935932459,-73.9782468013056,40.7153663341317,-73.9782191022725,40.7154106957162,"-73.97825 40.71537","-73.97822 40.71541"
2463,"LINESTRING (-73.93659218904182 40.808168909686636, -73.93613107206538 40.80880206553399)",24,263.644682614,-73.9365921890418,40.8081689096866,-73.9361310720654,40.808802065534,"-73.93659 40.80817","-73.93613 40.8088"
16604,"LINESTRING (-73.99256242170644 40.71438807722866, -73.992468277406 40.71385682427078)",44,195.303293721,-73.9925624217064,40.7143880772287,-73.992468277406,40.7138568242708,"-73.99256 40.71439","-73.99247 40.71386"
129473,"LINESTRING (-73.99403643443043 40.713738406120044, -73.9939445622816 40.713744032574816)",52,25.5514945112,-73.9940364344304,40.71373840612,-73.9939445622816,40.7137440325748,"-73.99404 40.71374","-73.99394 40.71374"
132320,"LINESTRING (-73.94905156770992 40.764203467940014, -73.94874774884735 40.764583202749336)",0,161.937961297,-73.9490515677099,40.76420346794,-73.9487477488474,40.7645832027493,"-73.94905 40.7642","-73.94875 40.76458"
79647,"LINESTRING (-74.00889270170745 40.709044623203745, -74.00841837034939 40.70953038526323)",18,220.487214544,-74.0088927017075,40.7090446232037,-74.0084183703494,40.7095303852632,"-74.00889 40.70904","-74.00842 40.70953"
2332,"LINESTRING (-73.95542989171905 40.78277394543732, -73.95498802326246 40.783410040992365)",42,262.074028407,-73.955429891719,40.7827739454373,-73.9549880232625,40.7834100409924,"-73.95543 40.78277","-73.95499 40.78341"
115193,"LINESTRING (-73.97527314465924 40.72336998280933, -73.97547938001519 40.72296938052645, -73.97513382700531 40.722835836519785)",0,264.178804699,-73.9752731446592,40.7233699828093,-73.9751338270053,40.7228358365198,"-73.97527 40.72337","-73.97513 40.72284"
123392,"LINESTRING (-73.97570841053664 40.71966846970877, -73.97607563267007 40.71914981722441)",0,214.63523184,-73.9757084105366,40.7196684697088,-73.9760756326701,40.7191498172244,"-73.97571 40.71967","-73.97608 40.71915"
26742,"LINESTRING (-73.95590649043288 40.818752022404084, -73.95602024331761 40.81880198676441)",40,36.3689845063,-73.9559064904329,40.8187520224041,-73.9560202433176,40.8188019867644,"-73.95591 40.81875","-73.95602 40.8188"
72750,"LINESTRING (-73.94850776381134 40.836405581480896, -73.94882985707396 40.836533901694786)",36,100.645108351,-73.9485077638113,40.8364055814809,-73.948829857074,40.8365339016948,"-73.94851 40.83641","-73.94883 40.83653"
3833,"LINESTRING (-73.9624749354139 40.804885380044595, -73.96200774556328 40.80550945325903)",60,261.584381362,-73.9624749354139,40.8048853800446,-73.9620077455633,40.805509453259,"-73.96247 40.80489","-73.96201 40.80551"
82976,"LINESTRING (-73.93604012632976 40.83948336725905, -73.93529543255517 40.840474818154625)",30,415.861447334,-73.9360401263298,40.839483367259,-73.9352954325552,40.8404748181546,"-73.93604 40.83948","-73.9353 40.84047"
135574,"LINESTRING (-73.9244730648463 40.79213165745674, -73.92454521519753 40.79216652480676, -73.9246334816776 40.79221006688166)",15,52.8128547558,-73.9244730648463,40.7921316574567,-73.9246334816776,40.7922100668817,"-73.92447 40.79213","-73.92463 40.79221"
2797,"LINESTRING (-73.98771123820634 40.775373171962265, -73.98724033660339 40.776016935068654)",70,268.368189324,-73.9877112382063,40.7753731719623,-73.9872403366034,40.7760169350687,"-73.98771 40.77537","-73.98724 40.77602"
23427,"LINESTRING (-73.98157269672998 40.74966808901554, -73.98004617182976 40.74902357645572)",30,483.773073918,-73.98157269673,40.7496680890155,-73.9800461718298,40.7490235764557,"-73.98157 40.74967","-73.98005 40.74902"
88932,"LINESTRING (-73.99426516513576 40.711593054352136, -73.99334903806177 40.71167740868278)",26,255.832794357,-73.9942651651358,40.7115930543521,-73.9933490380618,40.7116774086828,"-73.99427 40.71159","-73.99335 40.71168"
23383,"LINESTRING (-73.9609101613834 40.78085703552432, -73.96259068235896 40.78143501699766)",26,510.831478871,-73.9609101613834,40.7808570355243,-73.962590682359,40.7814350169977,"-73.96091 40.78086","-73.96259 40.78144"
4290,"LINESTRING (-73.99581650412743 40.754056624804335, -73.99703684569552 40.754582881424184)",35,388.682389141,-73.9958165041274,40.7540566248043,-73.9970368456955,40.7545828814242,"-73.99582 40.75406","-73.99704 40.75458"
2723,"LINESTRING (-73.93725705103606 40.79347431433431, -73.93715717645964 40.793610646088624, -73.93710066844812 40.79368778115587, -73.93695343553078 40.79388875723838, -73.9368815539075 40.79398687316474, -73.93681159937647 40.794082359120644, -73.93677925857374 40.79412504284823, -73.93670971867263 40.7942202244073, -73.93666939876607 40.79427541130811, -73.93660934245267 40.79435761214463, -73.93652953479871 40.7944668463097, -73.9364704980933 40.7945476509769, -73.93643010539351 40.794602936758565, -73.93639776986295 40.79464719528155, -73.93636093045659 40.79469761204129)",70,510.105963696,-73.9372570510361,40.7934743143343,-73.9363609304566,40.7946976120413,"-73.93726 40.79347","-73.93636 40.7947"
3847,"LINESTRING (-73.95500087101487 40.81511230573494, -73.95454750813823 40.81573735224785)",60,260.014544761,-73.9550008710149,40.8151123057349,-73.9545475081382,40.8157373522479,"-73.955 40.81511","-73.95455 40.81574"
3521,"LINESTRING (-73.95556988507181 40.785297429564565, -73.95511384925135 40.78592502837945)",52,261.212517568,-73.9555698850718,40.7852974295646,-73.9551138492513,40.7859250283795,"-73.95557 40.7853","-73.95511 40.78593"
2343,"LINESTRING (-73.96062055219745 40.775686038328715, -73.96012099237441 40.77636905100072)",42,284.722972806,-73.9606205521975,40.7756860383287,-73.9601209923744,40.7763690510007,"-73.96062 40.77569","-73.96012 40.77637"
2203,"LINESTRING (-73.93308208218109 40.80342521520648, -73.93266303946781 40.80406510015916)",60,260.402618453,-73.9330820821811,40.8034252152065,-73.9326630394678,40.8040651001592,"-73.93308 40.80343","-73.93266 40.80407"
