"","LON","LAT"
"268",-73.91,40.66
"269",-73.94,40.64
"270",-73.98,40.65
"271",-74.01,40.68
"272",-74.01,40.68
"273",-73.96,40.71
"274",-73.96,40.71
"275",-73.95,40.66
"276",-74.04,40.63
"277",-73.92,40.68
"278",-73.99,40.66
"279",-73.96,40.69
"280",-73.95,40.71
"281",-73.95,40.7
"282",-74.01,40.65
"283",-73.99,40.57
"284",-73.91,40.69
"285",-73.93,40.65
"286",-74,40.69
"287",-73.97,40.7
"288",-73.96,40.72
"289",-73.95,40.69
"290",-73.94,40.59
"291",-73.85,40.73
"292",-73.93,40.76
"293",-73.91,40.76
"294",-73.92,40.77
"295",-73.78,40.78
"296",-73.78,40.77
"297",-73.83,40.58
"298",-73.76,40.72
"299",-73.8,40.71
"300",-73.72,40.75
"301",-73.73,40.76
"302",-74,40.75
"303",-73.81,40.78
"304",-73.88,40.73
"305",-73.77,40.74
"306",-73.9,40.77
"307",-73.93,40.76
"308",-73.87,40.77
"309",-73.81,40.73
"310",-73.85,40.69
"311",-73.78,40.74
"312",-73.84,40.74
"313",-73.93,40.77
"314",-73.85,40.66
"315",-73.9,40.75
"316",-73.85,40.79
"317",-73.75,40.71
"318",-73.78,40.74
"319",-73.82,40.71
"320",-73.86,40.74
"321",-73.77,40.77
"322",-73.82,40.75
"323",-73.91,40.75
"324",-73.85,40.69
"325",-72.38,42.74
"326",-73.85,40.76
"327",-73.73,40.76247
"328",-73.83,40.76
"329",-73.8,40.69
"330",-73.77,40.76
"331",-73.84,40.69
"332",-73.77,40.6
"333",-73.76,40.67
"334",-73.95,40.75
"335",-73.77,40.69
"336",-73.77,40.68
"337",-73.84,40.68
"338",-73.86,40.72
"339",-73.88,40.76
"340",-73.81,40.73
"341",-73.95,40.76
"342",-73.9,40.72
"343",-73.8,40.7
"344",-73.85,40.72
"345",-73.83,40.58
"346",-73.82,40.69
"347",-73.89,40.84
"348",-73.76,40.75
"349",-73.99,40.74
"350",-73.82,40.72
"351",-73.82,40.73
"352",-73.81,40.79201
"353",-74.14,40.55
"354",-74.13,40.63
"355",-74.07,40.64
"356",-74.09,40.64
"357",-74.15,40.62
"358",-74.12,40.63
"359",-74.1,40.58
"360",-74.1,40.58
"361",-74.08,40.6
"362",-74.19,40.52
"363",-74.19,40.59
"364",-74.1,40.63
"365",-74.07,40.59
"366",-74.08,40.62
"367",-74.16,40.6
"368",-73.65,43.2
"369",-73.97,40.75
"370",-73.9,40.65
"371",-73.88,40.83
"372",-73.86,40.88
"373",-73.98,40.65
"374",-73.97,40.69
"375",-73.74,40.74
"376",-73.74,40.74
"377",-73.74,40.75
"378",-73.86,40.74
"379",-73.96,40.73
"380",-73.86,40.68
"381",-73.95,40.74
"382",-73.91,40.83
"383",-74.07,40.6
"384",-73.92,40.78
"385",-73.79,40.77
"386",-73.79,40.67
"387",-73.95,40.7
"388",-73.89,40.63
"389",-73.96,40.71
"390",-74,40.6
"391",-74,40.6
"392",-73.91,40.66
"393",-73.9,40.74
"394",-73.91,40.64
"395",-73.95,40.59
"396",-74.01,40.74
"397",-74.13,40.59
"398",-74.21,40.53
"399",-73.81,40.77
"400",-73.82,40.76
"401",-73.73,40.73
"402",-73.89,40.65
"403",-73.87,40.84
"404",-73.87,40.84
"405",-73.87,40.84
"406",-73.87,40.86
"407",-73.92,40.81
"408",-73.87,40.84
"409",-73.87,40.84
"410",-73.87,40.84
"411",-73.83,40.95
"412",-73.75,40.66
"413",-73.94,40.67
"414",-73.83,40.84
"415",-73.74,40.69
"416",-73.95,40.71
"417",-73.89,40.63
"418",-73.91,40.82
"419",-73.8,40.71
"420",-73.82,40.75
"421",-74,40.68
"422",-73.92,40.68
"423",-73.85,40.84
"424",-73.84,40.87
"425",-73.96,40.78
"426",-73.97,40.77
"427",-73.97,40.77
"428",-73.95,40.79
"429",-73.95,40.8
"430",-73.98,40.77
"431",-73.97,40.77
"432",-73.97,40.78
"433",-73.96,40.79
"434",-73.97,40.78
"435",-73.97,40.77
"436",-73.98,40.77
"437",-73.96,40.79
"438",-73.96,40.8
"439",-73.96,40.78
"440",-73.98,40.77
"441",-73.97,40.77
"442",-73.97,40.78
"443",-71.08,42.34
"444",-73.92,40.81
"445",-73.97,40.61
"446",-73.99,40.71
"447",-73.85,40.79
"448",-73.94,40.62
"449",-73.85,40.75
"450",-74,40.74
"451",-74.12,40.64
"452",-73.9,40.84
"453",-73.77,40.73
"454",-73.76,40.7
"455",-74.07,40.61
"456",-73.78,40.7
"457",-74.16,40.54
"458",-73.8,40.68
"459",-74.11,40.56
"460",-73.74,40.7
"461",-73.85,40.88
"462",-73.81,40.74
"463",-73.87,40.76
"464",-73.83,40.72
"465",-73.84,40.74
"466",-73.85,40.74
"467",-73.85,40.74
"468",-73.91,40.82
"469",-73.84,40.7
"470",-73.86,40.7
"471",-73.86,40.7
"472",-73.85,40.7
"473",-73.853268,40.7
"474",-73.86,40.7
"475",-73.98,40.69
"476",-73.9,40.88
"477",-73.78,40.76
"478",-73.89,40.74
"479",-73.83,40.78
"480",-73.81,40.68
"481",-73.8,40.73
"482",-73.97,40.62
"483",-73.92,40.64
"484",-73.88,40.76
"485",-73.9,40.84
"486",-73.99,40.68
"487",-74.16,40.63
"488",-73.98,40.62
"489",-73.97,40.69
"490",-73.98,40.65
"491",-74.28,40.83
"492",-73.73,40.73
"493",-73.76,40.72
"494",-73.92,40.64
"495",-73.85,40.79
"496",-74.12,40.58
"497",-74.13,40.58
"498",-74.12,40.58
"499",-74.13,40.58
"500",-74.42,40.5
"501",-73.87,40.73
"502",-74.03,40.61
"503",-73.8,40.72
"504",-73.89,40.71
"505",-73.88,40.72
"506",-73.79,40.7
"507",-73.85,40.73
"508",-73.78,40.77
"509",-73.81,40.74
"510",-73.96,40.71
"511",-74.01,40.63
"512",-74.13,40.63
"513",-73.86,40.75
"514",-73.98,40.58
"515",-73.95,40.66
"516",-73.93,40.6
"517",-73.86,40.85
"518",-73.9,40.73
"519",-74.02,40.63
"520",-74.09,40.57
"521",-73.94,40.72
"522",-73.92,40.74
"523",-73.84,40.68
"524",-73.98,40.68
"525",-73.95,40.58
"526",-73.96,40.62
"527",-73.83,40.85
"528",-73.92,40.81
"529",-73.98,40.74
"530",-73.94,40.61
"531",-74,40.7
"532",-73.86,40.67
"533",-73.85,40.74
"534",-73.9,40.82
"535",-73.94,40.79
"536",-73.94,40.68
"537",-73.96,40.69
"538",-73.97,40.65
"539",-73.97,40.67
"540",-73.97,40.66
"541",-73.97,40.65
"542",-73.96,40.66
"543",-73.97,40.67
"544",-73.94,40.59
"545",-73.86,40.74
"546",-73.98,40.79
"547",-73.98,40.79
"548",-73.96,40.81
"549",-73.98,40.79
"550",-73.96,40.81
"551",-73.98,40.79
"552",-73.98,40.78
"553",-73.98,40.79
"554",-73.98,40.79
"555",-73.97,40.81
"556",-73.98,40.8
"557",-73.97,40.75
"558",-73.79,40.68
"559",-73.81,40.58
"560",-73.79,40.59
"561",-73.84,40.58
"562",-73.83,40.58
"563",-73.83,40.58
"564",-73.81,40.58
"565",-73.82,40.58
"566",-73.96,40.71
"567",-73.94,40.83
"568",-73.9,40.7
"569",-73.77,40.69
"570",-73.91,40.68
"571",-73.99,40.72
"572",-73.99,40.61
"573",-73.92,40.89
"574",-73.96,40.81
"575",-74.04,40.62
"576",-74.04,40.63
"577",-74.04,40.62
"578",-73.97,40.79
"579",-73.98,40.71
"580",-73.88,40.68
"581",-73.76,40.66
"582",-73.94,40.68
"583",-73.91,40.81
"584",-73.91,40.81
"585",-73.91,40.81
"586",-73.97,40.74
"587",-73.96,40.68
"588",-74.01,40.65
"589",-73.87,40.84
"590",-74.1,40.61
"591",-73.85,40.84
"592",-73.93,40.79
"593",-74.12,40.61
"594",-73.98,40.73
"595",-73.92,40.78
"596",-73.93,40.78
"597",-73.97,40.69
"598",-74,40.73
"599",-73.74,40.71
"600",-73.82,40.76
"601",-73.97,40.59
"602",-73.98,40.58
"603",-73.96,40.604574
"604",-73.88,40.88
"605",-73.92,40.81
"606",-73.84,40.72
"607",-73.94,40.66
"608",-73.93,40.68
"609",-73.9,40.78
